CI Name (aff);CI Type (aff);CI Subtype (aff);Service Component WBS (aff);Incident ID;Status;Impact;Urgency;Priority;Category;KM number;Alert Status;# Reassignments;Open Time;Reopen Time;Resolved Time;Close Time;Handle Time (Hours);Closure Code;# Related Interactions;Related Interaction;# Related Incidents;# Related Changes;Related Change;CI Name (CBy);CI Type (CBy);CI Subtype (CBy);ServiceComp WBS (CBy);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000074;application;Server Based Application;WBS000152;IM0012208;Closed;5;5;5;incident;KM0001792;closed;2;08/11/2013 16:46:04;;15/11/2013 16:58:03;15/11/2013 16:58:07;16,34388889;Operator error;1;SD0034391;;;;SBA000074;application;Server Based Application;WBS000152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0012209;Closed;4;4;4;incident;KM0000761;closed;0;08/11/2013 16:57:57;;08/11/2013 17:03:15;08/11/2013 17:03:17;0,088888889;Operator error;1;SD0034395;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000031;application;Desktop Application;WBS000111;IM0012210;Closed;5;5;5;incident;KM0002029;closed;1;11/11/2013 07:27:57;;15/11/2013 14:52:42;15/11/2013 14:53:19;49,38861111;Hardware;1;SD0034400;;;;DTA000031;application;Desktop Application;WBS000111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0012211;Closed;4;4;4;incident;KM0000741;closed;2;11/11/2013 08:06:25;;13/11/2013 12:47:30;13/11/2013 12:47:33;25,68555556;Other;1;SD0034689;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000033;application;Desktop Application;WBS000234;IM0012212;Closed;5;4;4;incident;KM0001093;closed;4;11/11/2013 08:08:50;18/11/2013 11:30:25;20/11/2013 12:06:55;20/11/2013 12:06:58;32,35222222;Software;2;#MULTIVALUE;;;;DTA000033;application;Desktop Application;WBS000234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0012213;Closed;4;4;4;incident;KM0000741;closed;2;11/11/2013 08:11:31;;13/11/2013 12:48:32;13/11/2013 12:48:34;25,6175;Other;1;SD0034693;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0012214;Closed;4;4;4;incident;KM0000741;closed;2;11/11/2013 08:16:33;;13/11/2013 12:45:07;13/11/2013 12:45:09;25,47666667;Other;1;SD0034695;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAP000009;computer;Laptop;WBS000091;IM0012215;Closed;5;5;5;incident;KM0001444;closed;2;11/11/2013 08:19:00;;13/11/2013 16:34:12;13/11/2013 16:34:14;7,7425;Software;1;SD0034697;;;;LAP000009;computer;Laptop;WBS000091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000462;application;Server Based Application;WBS000073;IM0012216;Closed;4;4;4;incident;KM0001866;closed;2;08/11/2013 13:10:55;;08/11/2013 16:13:15;08/11/2013 16:13:17;3,039444444;Operator error;1;SD0034205;;;;SBA000462;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000659;application;Server Based Application;WBS000128;IM0012217;Closed;4;4;4;incident;KM0002059;closed;0;08/11/2013 13:15:32;;08/11/2013 15:24:24;08/11/2013 15:29:10;2,227222222;Other;1;SD0034212;;;;SBA000659;application;Server Based Application;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000811;application;Server Based Application;WBS000223;IM0012218;Closed;4;4;4;incident;KM0000060;closed;4;08/11/2013 13:16:26;;28/11/2013 11:53:24;28/11/2013 11:53:26;84,53472222;Other;1;SD0034206;;;;SBA000811;application;Server Based Application;WBS000223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000022;application;Web Based Application;WBS000025;IM0012219;Closed;5;5;5;request for information;KM0001569;closed;0;08/11/2013 13:23:17;;12/11/2013 11:02:56;12/11/2013 11:02:59;18,66166667;No error - works as designed;1;SD0034215;;;;SUB000517;subapplication;Web Based Application;WBS000025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000144;application;Web Based Application;WBS000318;IM0012220;Closed;4;4;4;incident;KM0000818;closed;2;08/11/2013 13:30:59;13/11/2013 15:44:02;21/11/2013 13:47:40;21/11/2013 13:47:42;20,52138889;Other;2;#MULTIVALUE;;;;WBA000144;application;Web Based Application;WBS000318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000458;application;Server Based Application;WBS000073;IM0012221;Closed;5;5;5;incident;KM0001870;closed;0;08/11/2013 13:33:25;;14/11/2013 11:26:46;14/11/2013 11:26:48;39,88972222;Other;1;SD0034207;;;;SBA000458;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0012222;Closed;4;4;4;incident;KM0001096;closed;0;08/11/2013 13:37:55;08/11/2013 16:27:59;08/11/2013 16:36:55;08/11/2013 16:36:57;2,010833333;Operator error;2;#MULTIVALUE;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000017;application;Server Based Application;WBS000099;IM0012223;Closed;3;3;3;incident;KM0000480;closed;0;08/11/2013 13:42:30;;;08/11/2013 13:45:59;0,058055556;User error;1;SD0034227;;;;SSW000101;software;System Software;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000747;application;Server Based Application;WBS000326;IM0012224;Closed;4;4;4;incident;KM0001708;closed;0;08/11/2013 13:44:31;;08/11/2013 14:31:59;08/11/2013 14:32:01;0,791666667;Operator error;1;SD0034230;;;;SBA000747;application;Server Based Application;WBS000326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OVR000033;no type;no subtype;WBS000118;IM0012225;Closed;5;5;5;incident;KM0001172;closed;4;08/11/2013 13:47:26;;;11/11/2013 13:41:09;3,0625;Unknown;1;SD0034231;;;;HMD000019;hardware;MigratieDummy;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0012226;Closed;5;5;5;request for information;KM0001113;closed;6;08/11/2013 14:01:11;;12/11/2013 11:53:52;12/11/2013 11:53:55;18,87888889;Other;1;SD0034243;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000439;application;Server Based Application;WBS000219;IM0012227;Closed;5;5;5;request for information;KM0001830;closed;1;08/11/2013 14:05:04;;08/11/2013 14:41:21;08/11/2013 14:42:09;0,048333333;Software;1;SD0034242;;;;SBA000439;application;Server Based Application;WBS000219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0012228;Closed;5;5;5;request for information;KM0001113;closed;6;08/11/2013 14:05:46;;12/11/2013 11:54:32;12/11/2013 11:54:35;18,81361111;Other;1;SD0034245;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000458;application;Server Based Application;WBS000073;IM0012229;Closed;5;5;5;request for information;KM0001540;closed;2;08/11/2013 14:09:42;;22/11/2013 06:44:24;22/11/2013 06:44:28;98,33833333;Software;1;SD0034244;;;;SBA000458;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DCE000077;hardware;DataCenterEquipment;WBS000267;IM0012230;Closed;3;3;3;incident;KM0000182;closed;0;08/11/2013 14:19:49;;15/11/2013 11:19:57;15/11/2013 11:20:12;0,223888889;Hardware;1;SD0034252;;;;DCE000077;hardware;DataCenterEquipment;WBS000267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBD000768;computer;Banking Device;WBS000146;IM0012231;Closed;2;2;2;incident;KM0000274;closed;1;08/11/2013 14:31:37;;;11/11/2013 14:36:52;72,0875;;2;#MULTIVALUE;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000076;application;Server Based Application;WBS000152;IM0012232;Closed;5;5;5;incident;KM0001472;closed;2;08/11/2013 14:32:41;;14/11/2013 17:08:03;14/11/2013 17:08:06;2,665277778;Software;1;SD0034405;;;;WBA000011;application;Web Based Application;WBS000152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000439;application;Server Based Application;WBS000219;IM0012233;Closed;5;5;5;request for information;KM0001830;closed;2;08/11/2013 14:36:15;;11/11/2013 14:04:33;11/11/2013 14:04:35;9,972222222;User error;1;SD0034253;;;;SBA000439;application;Server Based Application;WBS000219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000317;application;Server Based Application;WBS000048;IM0012234;Closed;5;5;5;incident;KM0000310;closed;0;08/11/2013 14:39:12;;08/11/2013 15:09:22;08/11/2013 15:09:24;0,503333333;Data;1;SD0034407;;;;SBA000317;application;Server Based Application;WBS000048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0012235;Closed;4;4;4;incident;KM0001013;closed;0;08/11/2013 14:55:59;;08/11/2013 15:54:45;08/11/2013 15:54:47;0,98;User error;1;SD0034422;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000011;application;Web Based Application;WBS000152;IM0012236;Closed;5;5;5;incident;KM0000075;closed;0;08/11/2013 15:01:28;;12/11/2013 12:01:11;12/11/2013 12:02:45;11,24472222;Software;1;SD0034414;;;;WBA000011;application;Web Based Application;WBS000152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000057;application;Desktop Application;WBS000094;IM0012237;Closed;5;5;5;incident;KM0001716;closed;0;08/11/2013 15:01:52;;08/11/2013 17:34:46;08/11/2013 17:34:51;2,549722222;Software;1;SD0034420;;;;EXC000001;application;Exchange;WBS000094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000523;subapplication;Web Based Application;WBS000073;IM0012238;Closed;4;4;4;incident;KM0000815;closed;0;08/11/2013 15:02:17;;08/11/2013 17:49:13;08/11/2013 17:49:15;2,782777778;Unknown;1;SD0034421;;;;SUB000523;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000060;application;Web Based Application;WBS000073;IM0012239;Closed;4;4;4;incident;KM0001007;closed;0;08/11/2013 15:09:25;;11/11/2013 10:42:48;11/11/2013 10:47:35;5,548333333;Other;1;SD0034429;;;;WBA000060;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000834;application;Server Based Application;WBS000223;IM0012240;Closed;4;4;4;incident;KM0001311;closed;1;08/11/2013 15:25:19;;12/11/2013 12:01:34;12/11/2013 12:01:38;17,46194444;Software;1;SD0034435;;;;SBA000834;application;Server Based Application;WBS000223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBD000488;computer;Banking Device;WBS000146;IM0012241;Closed;4;4;4;incident;KM0000274;closed;1;08/11/2013 15:26:58;;;11/11/2013 14:35:37;9,644166667;;1;SD0034438;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000317;application;Server Based Application;WBS000048;IM0012242;Closed;5;5;5;incident;KM0000314;closed;0;08/11/2013 15:30:58;;13/11/2013 15:10:10;13/11/2013 15:10:13;5,240277778;Other;1;SD0034433;;;;SBA000317;application;Server Based Application;WBS000048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000011;application;Web Based Application;WBS000152;IM0012243;Closed;5;5;5;incident;KM0000075;closed;0;08/11/2013 15:45:39;;11/11/2013 15:07:11;11/11/2013 15:23:00;10,1225;Operator error;1;SD0034447;;;;WBA000011;application;Web Based Application;WBS000152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000019;application;Desktop Application;WBS000093;IM0012244;Closed;4;4;4;incident;KM0001186;closed;1;08/11/2013 15:50:44;;;11/11/2013 13:29:58;3,285;Software;1;SD0034446;;;;HMD000017;hardware;MigratieDummy;WBS000285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000103;application;Web Based Application;WBS000073;IM0012245;Closed;5;5;5;incident;KM0000784;closed;3;08/11/2013 16:26:44;;11/11/2013 14:31:43;11/11/2013 14:31:48;8,584444444;Software;1;SD0034460;;;;WBA000103;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAP001540;computer;Laptop;WBS000091;IM0012246;Closed;5;5;5;incident;KM0001444;closed;1;08/11/2013 16:42:48;;12/11/2013 15:59:09;12/11/2013 15:59:34;20,17861111;Hardware;1;SD0034464;;;;LAP001540;computer;Laptop;WBS000091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0012247;Closed;5;5;5;request for information;KM0001113;closed;0;08/11/2013 16:44:19;;08/11/2013 16:55:43;08/11/2013 16:55:55;0,193333333;Other;1;SD0034467;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000058;application;Web Based Application;WBS000073;IM0012248;Closed;4;4;4;incident;KM0001516;closed;7;08/11/2013 16:45:44;;13/11/2013 11:27:17;13/11/2013 11:27:20;26,19333333;No error - works as designed;1;SD0034466;;;;WBA000058;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0012249;Closed;5;5;5;request for information;KM0001113;closed;0;08/11/2013 16:57:45;;08/11/2013 16:58:49;08/11/2013 16:58:52;0,018611111;Other;1;SD0034474;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0012250;Closed;5;5;5;request for information;KM0001113;closed;0;08/11/2013 17:00:58;;08/11/2013 17:01:41;08/11/2013 17:01:44;0,012777778;Other;1;SD0034476;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000113;subapplication;Server Based Application;WBS000095;IM0012251;Closed;5;5;5;request for information;KM0000226;closed;0;08/11/2013 17:01:20;;08/11/2013 17:19:43;08/11/2013 17:19:45;0,306944444;User error;1;SD0034472;;;;SSW000101;software;System Software;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000609;application;Server Based Application;WBS000263;IM0012252;Closed;5;5;5;request for information;KM0001825;closed;0;08/11/2013 17:03:37;;21/11/2013 15:02:56;21/11/2013 15:03:11;92,49277778;Other;1;SD0034475;;;;SAN000184;storage;SAN;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000747;application;Server Based Application;WBS000326;IM0012253;Closed;4;4;4;incident;KM0001490;closed;0;08/11/2013 17:11:50;;11/11/2013 08:41:55;11/11/2013 08:41:57;1,911111111;No error - works as designed;1;SD0034477;;;;SBA000747;application;Server Based Application;WBS000326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000545;subapplication;Web Based Application;WBS000073;IM0012254;Closed;4;4;4;incident;KM0000795;closed;2;08/11/2013 15:14:07;;14/11/2013 15:30:35;14/11/2013 15:30:45;37,78722222;Other;2;#MULTIVALUE;;;;SUB000545;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAP000005;application;SAP;WBS000271;IM0012255;Closed;5;5;5;request for information;KM0001572;closed;2;08/11/2013 15:14:57;12/11/2013 10:36:33;12/11/2013 10:36:35;12/11/2013 10:36:37;4,760833333;Other;1;SD0034326;;;;SAP000005;application;SAP;WBS000271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000019;application;Desktop Application;WBS000093;IM0012256;Closed;4;4;4;incident;KM0001186;closed;1;08/11/2013 15:23:38;;;11/11/2013 13:59:46;0,320555556;Software;1;SD0034327;;;;HMD000017;hardware;MigratieDummy;WBS000285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000462;application;Server Based Application;WBS000073;IM0012257;Closed;4;4;4;incident;KM0001455;closed;0;08/11/2013 15:24:51;;11/11/2013 09:50:15;11/11/2013 09:50:20;4,924722222;Operator error;1;SD0034328;;;;SBA000462;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000436;application;Server Based Application;WBS000270;IM0012258;Closed;5;5;5;incident;KM0000638;closed;3;08/11/2013 15:30:34;14/11/2013 09:23:16;19/11/2013 14:55:23;19/11/2013 14:55:26;48,35138889;Other;2;#MULTIVALUE;;;;SBA000436;application;Server Based Application;WBS000270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBD000870;computer;Banking Device;WBS000146;IM0012259;Closed;4;4;4;incident;KM0000274;closed;1;08/11/2013 15:32:58;;;13/11/2013 11:14:34;27,19333333;;1;SD0034530;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000436;application;Server Based Application;WBS000270;IM0012260;Closed;5;5;5;incident;KM0000638;closed;1;08/11/2013 15:36:56;;11/11/2013 16:17:50;11/11/2013 16:17:57;11,18361111;Other;1;SD0034533;;;;SBA000436;application;Server Based Application;WBS000270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000607;application;Server Based Application;WBS000263;IM0012261;Closed;4;4;4;incident;KM0001106;closed;1;08/11/2013 15:41:20;;08/11/2013 16:18:03;08/11/2013 16:18:27;0,618611111;Other;1;SD0034534;;;;SBA000607;application;Server Based Application;WBS000263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000607;application;Server Based Application;WBS000263;IM0012262;Closed;4;4;4;incident;KM0001106;closed;1;08/11/2013 15:43:45;;08/11/2013 16:39:27;08/11/2013 16:39:44;0,933055556;Other;1;SD0034537;;;;SBA000607;application;Server Based Application;WBS000263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN000182;storage;SAN;WBS000128;IM0012263;Closed;4;4;4;incident;KM0002126;closed;0;08/11/2013 15:46:10;;26/11/2013 10:00:25;26/11/2013 10:00:36;120,2405556;Other;2;#MULTIVALUE;;;;SAN000182;storage;SAN;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000011;application;Web Based Application;WBS000152;IM0012264;Closed;5;5;5;incident;KM0000075;closed;4;08/11/2013 15:57:34;;12/11/2013 15:00:29;12/11/2013 15:05:08;20,12611111;Software;1;SD0034541;;;;WBA000011;application;Web Based Application;WBS000152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000017;application;Server Based Application;WBS000099;IM0012265;Closed;5;5;5;incident;KM0000224;closed;0;08/11/2013 16:05:36;;08/11/2013 17:43:49;08/11/2013 17:45:15;1,660833333;Software;1;SD0034545;;;;SSW000101;software;System Software;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBD000485;computer;Banking Device;WBS000146;IM0012266;Closed;4;4;4;incident;KM0000274;closed;1;08/11/2013 16:15:38;;;11/11/2013 14:35:49;8,836388889;;1;SD0034547;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000462;application;Server Based Application;WBS000073;IM0012267;Closed;4;4;4;incident;KM0001866;closed;0;08/11/2013 16:33:31;;08/11/2013 16:55:28;08/11/2013 16:55:31;0,366666667;Operator error;1;SD0034553;;;;SBA000462;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000451;application;Server Based Application;WBS000073;IM0012268;Closed;4;4;4;incident;KM0002044;closed;0;08/11/2013 16:45:13;;11/11/2013 10:46:05;11/11/2013 10:46:08;4,515277778;Software;1;SD0034560;;;;SBA000451;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000113;subapplication;Server Based Application;WBS000095;IM0012269;Closed;5;5;5;request for information;KM0000226;closed;0;08/11/2013 16:45:26;;08/11/2013 17:01:42;08/11/2013 17:01:51;0,273611111;User error;1;SD0034559;;;;SSW000101;software;System Software;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000426;subapplication;Web Based Application;WBS000073;IM0012270;Closed;4;4;4;incident;KM0000707;closed;0;08/11/2013 16:47:14;;08/11/2013 16:58:58;08/11/2013 16:59:00;0,196111111;Software;1;SD0034554;;;;SUB000426;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000011;application;Web Based Application;WBS000152;IM0012271;Closed;5;5;5;incident;KM0000081;closed;0;08/11/2013 16:58:17;;08/11/2013 17:14:57;08/11/2013 17:25:06;0,446944444;Software;1;SD0034565;;;;WBA000011;application;Web Based Application;WBS000152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000357;application;Server Based Application;WBS000216;IM0012272;Closed;3;3;3;incident;KM0000906;closed;2;08/11/2013 17:21:32;;16/12/2013 12:26:07;16/12/2013 12:26:09;268,0769444;Software;1;SD0034573;;;;SBA000357;application;Server Based Application;WBS000216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000133;application;Web Based Application;WBS000073;IM0012273;Closed;5;5;5;incident;KM0001665;closed;2;08/11/2013 17:26:33;;26/11/2013 14:52:54;26/11/2013 14:52:57;123,44;Other;1;SD0034574;;;;WBA000133;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000048;application;Desktop Application;WBS000218;IM0012274;Closed;4;4;4;incident;KM0001423;closed;1;08/11/2013 17:49:44;;12/11/2013 09:02:44;12/11/2013 09:02:52;12,21888889;Other;1;SD0034576;;;;DTA000048;application;Desktop Application;WBS000218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000679;application;Server Based Application;WBS000284;IM0012275;Closed;3;3;3;incident;KM0000631;closed;0;09/11/2013 20:56:51;;09/11/2013 22:05:59;09/11/2013 22:06:08;0;Other;1;SD0034579;;;;SBA000679;application;Server Based Application;WBS000284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000054;application;Server Based Application;WBS000013;IM0012276;Closed;3;3;3;incident;KM0000895;closed;1;09/11/2013 22:57:02;;11/11/2013 08:37:02;11/11/2013 08:37:13;1,120277778;Other;1;SD0034580;;;;SBA000054;application;Server Based Application;WBS000013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTR000027;networkcomponents;Router;WBS000278;IM0012277;Closed;2;2;2;incident;KM0001350;closed;0;10/11/2013 06:26:10;;12/11/2013 15:33:21;12/11/2013 15:33:23;25,67361111;Data;1;SD0034581;2;;;RTR000027;networkcomponents;Router;WBS000278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000620;application;Server Based Application;WBS000295;IM0012278;Closed;4;4;4;incident;KM0000895;closed;2;10/11/2013 17:04:46;;11/11/2013 11:52:01;11/11/2013 11:52:09;4,369166667;Other;1;SD0034582;;;;SBA000620;application;Server Based Application;WBS000295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000427;application;Server Based Application;WBS000307;IM0012279;Closed;3;3;3;incident;KM0001350;closed;0;11/11/2013 05:10:45;;11/11/2013 08:09:33;11/11/2013 08:09:36;0,66;Data;1;SD0034583;1;;;SBA000427;application;Server Based Application;WBS000307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAP000004;application;SAP;WBS000271;IM0012280;Closed;5;5;5;request for information;KM0001264;closed;2;11/11/2013 07:56:11;;03/12/2013 11:28:53;03/12/2013 11:29:22;171,5530556;Other;1;SD0034586;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAP000005;application;SAP;WBS000271;IM0012281;Closed;5;5;5;request for information;KM0001572;closed;2;11/11/2013 07:58:54;;11/11/2013 11:42:45;11/11/2013 11:42:49;3,731944444;Other;1;SD0034587;;;;SAP000005;application;SAP;WBS000271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0012282;Closed;5;5;5;request for information;KM0001115;closed;2;11/11/2013 08:01:40;;11/11/2013 11:44:06;11/11/2013 11:44:08;3,707777778;Other;1;SD0034589;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
