Incident ID;DateStamp;IncidentActivity_Number;IncidentActivity_Type;Assignment Group;KM number;Interaction ID
IM0007931;24-10-2013 15:42:29;001A5778075;Operator Update;TEAM0008;KM0000836;SD0020936
IM0007931;24-10-2013 11:46:22;001A5770829;Assignment;TEAM0007;KM0000836;SD0020936
IM0007931;30-10-2013 09:23:14;001A5816507;Assignment;TEAM0023;KM0000836;SD0020936
IM0007931;30-10-2013 09:57:45;001A5816623;Caused By CI;TEAM0023;KM0000836;SD0020936
IM0007931;30-10-2013 09:57:45;001A5816622;Closed;TEAM0023;KM0000836;SD0020936
IM0007931;30-10-2013 09:23:14;001A5816508;Status Change;TEAM0023;KM0000836;SD0020936
IM0007931;24-10-2013 11:46:22;001A5770830;Operator Update;TEAM0007;KM0000836;SD0020936
IM0007931;24-10-2013 11:46:22;001A5770828;Reassignment;TEAM0007;KM0000836;SD0020936
IM0007931;24-10-2013 10:39:55;001A5772529;Open;TEAM0010;KM0000836;SD0020936
IM0007931;24-10-2013 11:46:22;001A5770831;Quality Indicator;TEAM0007;KM0000836;SD0020936
IM0007931;24-10-2013 13:21:46;001A5775009;Operator Update;TEAM9999;KM0000836;SD0020936
IM0007931;24-10-2013 13:21:46;001A5775008;Status Change;TEAM9999;KM0000836;SD0020936
IM0007931;24-10-2013 10:54:43;001A5768445;Assignment;TEAM0007;KM0000836;SD0020936
IM0007931;24-10-2013 13:29:44;001A5775027;Reassignment;TEAM9999;KM0000836;SD0020936
IM0007932;01-11-2013 16:35:30;001A5841505;Operator Update;TEAM0008;KM0001019;SD0020941
IM0007932;25-10-2013 11:56:54;001A5782287;Assignment;TEAM0008;KM0001019;SD0020941
IM0007932;25-10-2013 15:29:32;001A5781189;Reassignment;TEAM0008;KM0001019;SD0020941
IM0007932;25-10-2013 11:56:54;001A5782288;Status Change;TEAM0008;KM0001019;SD0020941
IM0007932;25-10-2013 15:20:32;001A5782649;Callback Request;TEAM0008;KM0001019;SD0020941
IM0007932;25-10-2013 15:20:32;001A5782648;Status Change;TEAM0008;KM0001019;SD0020941
IM0007932;01-11-2013 10:25:45;001A5837357;Operator Update;TEAM0008;KM0001019;SD0020941
IM0007932;24-10-2013 10:56:46;001A5770690;Reassignment;TEAM0075;KM0001019;SD0020941
IM0007932;24-10-2013 10:56:46;001A5770691;Update;TEAM0075;KM0001019;SD0020941
IM0007932;05-11-2013 08:31:00;001A5858987;Closed;TEAM0008;KM0001019;SD0020941
IM0007932;05-11-2013 08:31:00;001A5858988;Caused By CI;TEAM0008;KM0001019;SD0020941
IM0007932;24-10-2013 12:07:13;001A5774878;Operator Update;TEAM0008;KM0001019;SD0020941
IM0007932;24-10-2013 10:46:25;001A5772566;Open;TEAM0008;KM0001019;SD0020941
IM0007933;24-10-2013 11:13:22;001A5770737;Caused By CI;TEAM0069;KM0000075;SD0020952
IM0007933;24-10-2013 11:13:22;001A5770736;Closed;TEAM0069;KM0000075;SD0020952
IM0007933;24-10-2013 10:57:11;001A5772601;Open;TEAM0010;KM0000075;SD0020952
IM0007934;24-10-2013 11:13:45;001A5774095;Description Update;TEAM0044;KM0000225;SD0020956
IM0007934;24-10-2013 11:13:45;001A5774093;Assignment;TEAM0044;KM0000225;SD0020956
IM0007934;24-10-2013 11:03:36;001A5772612;Assignment;TEAM0008;KM0000225;SD0020956
IM0007934;24-10-2013 11:02:54;001A5772609;Open;TEAM0008;KM0000225;SD0020956
IM0007934;24-10-2013 11:13:45;001A5774094;Operator Update;TEAM0044;KM0000225;SD0020956
IM0007934;24-10-2013 11:13:45;001A5774092;Reassignment;TEAM0044;KM0000225;SD0020956
IM0007934;24-10-2013 13:45:48;001A5775073;Closed;TEAM0049;KM0000225;SD0020956
IM0007934;24-10-2013 11:31:13;001A5772717;Assignment;TEAM0049;KM0000225;SD0020956
IM0007935;24-10-2013 11:21:46;001A5772687;Quality Indicator;TEAM0023;KM0000748;SD0020954
IM0007935;24-10-2013 11:12:17;001A5772650;Assignment;TEAM0023;KM0000748;SD0020954
IM0007935;24-10-2013 11:22:34;001A5772694;Closed;TEAM0023;KM0000748;SD0020954
IM0007935;24-10-2013 11:21:46;001A5772686;Operator Update;TEAM0023;KM0000748;SD0020954
IM0007935;24-10-2013 11:06:29;001A5772616;Open;TEAM0008;KM0000748;SD0020954
IM0007935;24-10-2013 11:12:17;001A5772651;Status Change;TEAM0023;KM0000748;SD0020954
IM0007936;24-10-2013 13:48:06;001A5773722;Operator Update;TEAM0092;KM0000906;SD0020961
IM0007936;29-10-2013 11:03:43;001A5808678;Caused By CI;TEAM0092;KM0000906;SD0020961
IM0007936;29-10-2013 11:03:43;001A5808677;Closed;TEAM0092;KM0000906;SD0020961
IM0007936;24-10-2013 11:37:18;001A5772735;Vendor Reference;TEAM0092;KM0000906;SD0020961
IM0007936;24-10-2013 12:16:25;001A5774908;Assignment;TEAM0092;KM0000906;SD0020961
IM0007936;28-10-2013 16:22:08;001A5802370;Operator Update;TEAM0092;KM0000906;SD0020961
IM0007936;24-10-2013 11:13:09;001A5772655;Pending vendor;TEAM0008;KM0000906;SD0020961
IM0007936;24-10-2013 11:13:09;001A5772654;Status Change;TEAM0008;KM0000906;SD0020961
IM0007936;24-10-2013 13:48:06;001A5773721;Status Change;TEAM0092;KM0000906;SD0020961
IM0007936;24-10-2013 11:13:09;001A5772656;External Vendor Assignment;TEAM0008;KM0000906;SD0020961
IM0007936;24-10-2013 13:48:06;001A5773720;Assignment;TEAM0092;KM0000906;SD0020961
IM0007936;24-10-2013 12:16:25;001A5774907;Reassignment;TEAM0092;KM0000906;SD0020961
IM0007936;24-10-2013 11:12:37;001A5772652;Open;TEAM0008;KM0000906;SD0020961
IM0007936;28-10-2013 10:45:54;001A5797409;Operator Update;TEAM0092;KM0000906;SD0020961
IM0007936;28-10-2013 10:45:54;001A5797408;Assignment;TEAM0092;KM0000906;SD0020961
IM0007936;28-10-2013 10:41:24;001A5797396;Operator Update;TEAM0033;KM0000906;SD0020961
IM0007937;25-10-2013 11:19:55;001A5781444;Closed;TEAM0064;KM0000726;SD0020957
IM0007937;24-10-2013 11:50:32;001A5774216;Operator Update;TEAM9999;KM0000726;SD0020957
IM0007937;25-10-2013 09:26:57;001A5777191;Update;TEAM0008;KM0000726;SD0020957
IM0007937;25-10-2013 09:26:57;001A5777190;Reopen;TEAM0008;KM0000726;SD0020957
IM0007937;24-10-2013 16:14:03;001A5777441;Closed;TEAM0023;KM0000726;SD0020957
IM0007937;24-10-2013 11:50:32;001A5774217;Impact Change;TEAM9999;KM0000726;SD0020957
IM0007937;25-10-2013 09:26:57;001A5777189;Assignment;TEAM0008;KM0000726;SD0020957
IM0007937;25-10-2013 09:26:57;001A5777188;Reassignment;TEAM0008;KM0000726;SD0020957
IM0007937;25-10-2013 09:27:25;001A5777913;Assignment;TEAM0064;KM0000726;SD0020957
IM0007937;24-10-2013 16:05:52;001A5776724;Assignment;TEAM0064;KM0000726;SD0020957
IM0007937;24-10-2013 16:14:03;001A5777443;Quality Indicator;TEAM0023;KM0000726;SD0020957
IM0007937;24-10-2013 11:50:32;001A5774218;Urgency Change;TEAM9999;KM0000726;SD0020957
IM0007937;24-10-2013 16:14:03;001A5777442;Caused By CI;TEAM0023;KM0000726;SD0020957
IM0007937;24-10-2013 11:13:40;001A5772662;Open;TEAM0008;KM0000726;SD0020957
IM0007937;24-10-2013 16:07:01;001A5777405;Reassignment;TEAM0023;KM0000726;SD0020957
IM0007937;24-10-2013 16:07:01;001A5777406;Assignment;TEAM0023;KM0000726;SD0020957
IM0007937;24-10-2013 16:05:52;001A5776725;Status Change;TEAM0064;KM0000726;SD0020957
IM0007937;24-10-2013 16:05:52;001A5776726;Communication with customer;TEAM0064;KM0000726;SD0020957
IM0007938;11-11-2013 07:58:18;001A5898948;Quality Indicator Fixed;TEAM0007;KM0000711;SD0020958
IM0007938;11-11-2013 07:58:18;001A5898946;Closed;TEAM0007;KM0000711;SD0020958
IM0007938;11-11-2013 07:58:18;001A5898947;Caused By CI;TEAM0007;KM0000711;SD0020958
IM0007938;24-10-2013 13:27:54;001A5774549;Assignment;TEAM0007;KM0000711;SD0020958
IM0007938;24-10-2013 11:19:18;001A5772673;Open;TEAM0008;KM0000711;SD0020958
IM0007938;24-10-2013 13:24:56;001A5774539;Reassignment;TEAM0023;KM0000711;SD0020958
IM0007938;29-10-2013 10:03:06;001A5805429;Communication with vendor;TEAM0007;KM0000711;SD0020958
IM0007938;29-10-2013 10:03:06;001A5805430;External Vendor Assignment;TEAM0007;KM0000711;SD0020958
IM0007938;29-10-2013 11:28:56;001A5805723;Communication with vendor;TEAM0007;KM0000711;SD0020958
IM0007938;29-10-2013 10:03:06;001A5805428;Status Change;TEAM0007;KM0000711;SD0020958
IM0007938;08-11-2013 11:41:38;001A5888815;Communication with vendor;TEAM0007;KM0000711;SD0020958
IM0007939;24-10-2013 13:17:32;001A5774508;Closed;TEAM0052;KM0000421;SD0020966
IM0007939;24-10-2013 11:55:15;001A5773448;Operator Update;TEAM0051;KM0000421;SD0020966
IM0007939;24-10-2013 12:02:11;001A5772808;Assignment;TEAM0052;KM0000421;SD0020966
IM0007939;24-10-2013 11:55:15;001A5773447;Reassignment;TEAM0051;KM0000421;SD0020966
IM0007939;24-10-2013 12:46:07;001A5772409;Closed;TEAM9999;KM0000421;SD0020966
IM0007939;24-10-2013 11:20:58;001A5772679;Open;TEAM0052;KM0000421;SD0020966
IM0007939;24-10-2013 13:17:32;001A5774509;Caused By CI;TEAM0052;KM0000421;SD0020966
IM0007940;25-10-2013 11:30:23;001A5780705;Closed;TEAM0075;KM0000601;SD0020965
IM0007940;25-10-2013 11:30:23;001A5780706;Caused By CI;TEAM0075;KM0000601;SD0020965
IM0007940;24-10-2013 12:53:11;001A5774967;Assignment;TEAM0075;KM0000601;SD0020965
IM0007940;24-10-2013 11:26:49;001A5772707;Open;TEAM0008;KM0000601;SD0020965
IM0007940;24-10-2013 12:53:11;001A5774968;Status Change;TEAM0075;KM0000601;SD0020965
IM0007941;24-10-2013 11:28:35;001A5772711;Open;TEAM0008;KM0001736;SD0020971
IM0007941;24-10-2013 11:51:57;001A5774224;Closed;TEAM0031;KM0001736;SD0020971
IM0007941;24-10-2013 11:50:41;001A5774220;Assignment;TEAM0031;KM0001736;SD0020971
IM0007941;24-10-2013 11:50:41;001A5774221;Status Change;TEAM0031;KM0001736;SD0020971
IM0007941;24-10-2013 11:51:57;001A5774225;Quality Indicator;TEAM0031;KM0001736;SD0020971
IM0007942;24-10-2013 11:52:25;001A5774226;Assignment;TEAM0031;KM0000738;SD0020974
IM0007942;24-10-2013 12:02:25;001A5774256;Closed;TEAM0031;KM0000738;SD0020974
IM0007942;24-10-2013 12:02:25;001A5774257;Quality Indicator;TEAM0031;KM0000738;SD0020974
IM0007942;24-10-2013 11:52:25;001A5774227;Status Change;TEAM0031;KM0000738;SD0020974
IM0007942;24-10-2013 11:36:05;001A5772733;Open;TEAM0008;KM0000738;SD0020974
IM0007943;24-10-2013 12:57:02;001A5773585;Closed;TEAM0087;KM0000480;SD0020982
IM0007943;24-10-2013 11:41:41;001A5772254;Reassignment;TEAM0105;KM0000480;SD0020982
IM0007943;24-10-2013 11:40:09;001A5772249;External update;TEAM0105;KM0000480;SD0020982
IM0007943;24-10-2013 11:40:08;001A5772247;Assignment;TEAM0105;KM0000480;SD0020982
IM0007943;24-10-2013 11:38:36;001A5772736;Open;TEAM0008;KM0000480;SD0020982
IM0007943;24-10-2013 11:41:42;001A5772256;Status Change;TEAM0105;KM0000480;SD0020982
IM0007943;24-10-2013 11:41:42;001A5772257;External update;TEAM0105;KM0000480;SD0020982
IM0007943;24-10-2013 11:41:36;001A5772252;External update;TEAM0105;KM0000480;SD0020982
IM0007943;24-10-2013 12:57:02;001A5773586;Caused By CI;TEAM0087;KM0000480;SD0020982
IM0007943;24-10-2013 11:41:42;001A5772255;Assignment;TEAM0105;KM0000480;SD0020982
IM0007943;24-10-2013 11:40:08;001A5772248;Status Change;TEAM0105;KM0000480;SD0020982
IM0007944;24-10-2013 11:46:07;001A5772266;Assignment;TEAM0105;KM0000480;SD0020983
IM0007944;24-10-2013 11:47:40;001A5772272;Closed;TEAM0105;KM0000480;SD0020983
IM0007944;24-10-2013 11:47:37;001A5772271;External update;TEAM0105;KM0000480;SD0020983
IM0007944;24-10-2013 11:44:31;001A5772765;Open;TEAM0008;KM0000480;SD0020983
IM0007944;24-10-2013 11:46:07;001A5772267;Status Change;TEAM0105;KM0000480;SD0020983
IM0007944;24-10-2013 11:46:07;001A5772268;External update;TEAM0105;KM0000480;SD0020983
IM0007945;31-10-2013 07:54:56;001A5821943;Mail to Customer;TEAM0001;KM0001248;SD0020985
IM0007945;04-11-2013 15:54:55;001A5856566;Update;TEAM0001;KM0001248;SD0020985
IM0007945;01-11-2013 14:14:19;001A5837911;Update;TEAM0001;KM0001248;SD0020985
IM0007945;01-11-2013 14:14:19;001A5837910;Status Change;TEAM0001;KM0001248;SD0020985
IM0007945;30-10-2013 10:19:12;001A5813554;Assignment;TEAM0001;KM0001248;SD0020985
IM0007945;30-10-2013 09:20:02;001A5815008;Assignment;TEAM0057;KM0001248;SD0020985
IM0007945;30-10-2013 09:20:02;001A5815009;Status Change;TEAM0057;KM0001248;SD0020985
IM0007945;30-10-2013 09:20:02;001A5815010;Operator Update;TEAM0057;KM0001248;SD0020985
IM0007945;30-10-2013 09:20:02;001A5815007;Reassignment;TEAM0057;KM0001248;SD0020985
IM0007945;25-10-2013 08:41:04;001A5779798;Reassignment;TEAM0001;KM0001248;SD0020985
IM0007945;25-10-2013 09:22:19;001A5778649;Assignment;TEAM0057;KM0001248;SD0020985
IM0007945;25-10-2013 08:41:04;001A5779799;Update;TEAM0001;KM0001248;SD0020985
IM0007945;25-10-2013 09:22:19;001A5778650;Status Change;TEAM0057;KM0001248;SD0020985
IM0007945;25-10-2013 09:22:19;001A5778651;Operator Update;TEAM0057;KM0001248;SD0020985
IM0007945;24-10-2013 11:46:52;001A5772767;Open;TEAM0008;KM0001248;SD0020985
IM0007945;05-11-2013 09:16:54;001A5857879;Quality Indicator Fixed;TEAM0001;KM0001248;SD0020985
IM0007945;05-11-2013 09:15:19;001A5857872;Update;TEAM0001;KM0001248;SD0020985
IM0007945;05-11-2013 09:16:54;001A5857878;Closed;TEAM0001;KM0001248;SD0020985
IM0007946;24-10-2013 11:51:14;001A5772770;Open;TEAM0008;KM0000480;SD0020990
IM0007946;24-10-2013 13:56:04;001A5775821;Closed;TEAM9999;KM0000480;SD0020990
IM0007946;24-10-2013 13:55:54;001A5774646;Update;TEAM9999;KM0000480;SD0020990
IM0007946;24-10-2013 11:52:09;001A5772282;External update;TEAM0105;KM0000480;SD0020990
IM0007946;24-10-2013 11:52:09;001A5772280;Assignment;TEAM0105;KM0000480;SD0020990
IM0007946;24-10-2013 11:52:09;001A5772281;Status Change;TEAM0105;KM0000480;SD0020990
IM0007946;24-10-2013 13:56:07;001A5775824;External update;TEAM0105;KM0000480;SD0020990
IM0007946;24-10-2013 11:53:37;001A5772284;Closed;TEAM0105;KM0000480;SD0020990
IM0007946;24-10-2013 13:56:07;001A5775822;Assignment;TEAM0105;KM0000480;SD0020990
IM0007946;24-10-2013 13:56:07;001A5775823;Status Change;TEAM0105;KM0000480;SD0020990
IM0007946;24-10-2013 13:57:36;001A5775826;Closed;TEAM0105;KM0000480;SD0020990
IM0007946;24-10-2013 13:57:33;001A5775825;External update;TEAM0105;KM0000480;SD0020990
IM0007946;24-10-2013 11:53:34;001A5772283;External update;TEAM0105;KM0000480;SD0020990
IM0007946;24-10-2013 13:55:54;001A5774644;Assignment;TEAM9999;KM0000480;SD0020990
IM0007946;24-10-2013 13:55:54;001A5774645;Reopen;TEAM9999;KM0000480;SD0020990
IM0007947;24-10-2013 11:54:42;001A5772775;Open;TEAM0008;KM0001707;SD0020989
IM0007947;24-10-2013 15:44:58;001A5776649;Closed;TEAM0007;KM0001707;SD0020989
IM0007947;24-10-2013 15:44:58;001A5776650;Caused By CI;TEAM0007;KM0001707;SD0020989
IM0007947;24-10-2013 13:24:39;001A5774536;Assignment;TEAM0007;KM0001707;SD0020989
IM0007948;24-10-2013 17:14:08;001A5778305;Caused By CI;TEAM0008;KM0000274;SD0020992
IM0007948;24-10-2013 12:01:44;001A5772802;Status Change;TEAM0008;KM0000274;SD0020992
IM0007948;24-10-2013 14:11:23;001A5775869;Status Change;TEAM9999;KM0000274;SD0020992
IM0007948;24-10-2013 13:02:37;001A5773612;Vendor Reference;TEAM0008;KM0000274;SD0020992
IM0007948;24-10-2013 12:00:57;001A5772798;Open;TEAM0008;KM0000274;SD0020992
IM0007948;24-10-2013 13:02:37;001A5773611;Assignment;TEAM0008;KM0000274;SD0020992
IM0007948;24-10-2013 12:01:44;001A5772804;External Vendor Assignment;TEAM0008;KM0000274;SD0020992
IM0007948;24-10-2013 17:14:08;001A5778304;Closed;TEAM0008;KM0000274;SD0020992
IM0007948;24-10-2013 12:01:44;001A5772803;Pending vendor;TEAM0008;KM0000274;SD0020992
IM0007948;24-10-2013 13:02:37;001A5773610;Reassignment;TEAM0008;KM0000274;SD0020992
IM0007949;01-11-2013 11:38:25;001A5839087;Caused By CI;TEAM0075;KM0001435;SD0021285
IM0007949;01-11-2013 11:38:24;001A5839086;Closed;TEAM0075;KM0001435;SD0021285
IM0007949;25-10-2013 08:55:23;001A5777131;Reassignment;TEAM0043;KM0001435;SD0021285
IM0007949;25-10-2013 09:50:15;001A5777959;Update;TEAM0075;KM0001435;SD0021285
IM0007949;25-10-2013 10:47:48;001A5780110;Update;TEAM0075;KM0001435;SD0021285
IM0007949;24-10-2013 13:11:18;001A5772957;Update;TEAM0075;KM0001435;SD0021285
IM0007949;25-10-2013 09:05:22;001A5777159;Status Change;TEAM0075;KM0001435;SD0021285
IM0007949;25-10-2013 10:42:27;001A5780101;Update;TEAM0075;KM0001435;SD0021285
IM0007949;25-10-2013 10:42:27;001A5780100;Status Change;TEAM0075;KM0001435;SD0021285
IM0007949;25-10-2013 10:41:32;001A5780095;Update;TEAM0075;KM0001435;SD0021285
IM0007949;25-10-2013 08:55:23;001A5777132;Assignment;TEAM0043;KM0001435;SD0021285
IM0007949;24-10-2013 17:06:54;001A5778283;Reassignment;TEAM0075;KM0001435;SD0021285
IM0007949;24-10-2013 12:53:32;001A5774969;Assignment;TEAM0075;KM0001435;SD0021285
IM0007949;24-10-2013 12:08:08;001A5772833;Open;TEAM9999;KM0001435;SD0021285
IM0007949;24-10-2013 17:06:54;001A5778286;Update;TEAM0075;KM0001435;SD0021285
IM0007949;25-10-2013 09:05:22;001A5777158;Assignment;TEAM0075;KM0001435;SD0021285
IM0007949;25-10-2013 08:55:23;001A5777133;Analysis/Research;TEAM0043;KM0001435;SD0021285
IM0007949;24-10-2013 13:18:32;001A5772986;Update;TEAM0075;KM0001435;SD0021285
IM0007949;24-10-2013 17:21:59;001A5775588;Assignment;TEAM0043;KM0001435;SD0021285
IM0007949;24-10-2013 12:53:32;001A5774970;Status Change;TEAM0075;KM0001435;SD0021285
IM0007949;24-10-2013 17:06:54;001A5778285;Status Change;TEAM0075;KM0001435;SD0021285
IM0007949;24-10-2013 17:21:59;001A5775589;Status Change;TEAM0043;KM0001435;SD0021285
IM0007949;24-10-2013 17:04:26;001A5778269;Update;TEAM0075;KM0001435;SD0021285
IM0007949;24-10-2013 15:57:44;001A5778122;Update;TEAM0075;KM0001435;SD0021285
IM0007949;24-10-2013 13:33:18;001A5773021;Update;TEAM0075;KM0001435;SD0021285
IM0007949;24-10-2013 17:06:54;001A5778284;Assignment;TEAM0075;KM0001435;SD0021285
IM0007950;24-10-2013 14:08:30;001A5774690;Caused By CI;TEAM0044;KM0001854;SD0021294
IM0007950;24-10-2013 13:50:54;001A5774633;Assignment;TEAM0044;KM0001854;SD0021294
IM0007950;24-10-2013 12:36:21;001A5772892;Open;TEAM0008;KM0001854;SD0021294
IM0007950;24-10-2013 14:08:30;001A5774689;Closed;TEAM0044;KM0001854;SD0021294
IM0007950;24-10-2013 14:00:59;001A5774671;Quality Indicator;TEAM0044;KM0001854;SD0021294
IM0007950;24-10-2013 13:50:54;001A5774634;Status Change;TEAM0044;KM0001854;SD0021294
IM0007950;24-10-2013 14:00:59;001A5774670;Operator Update;TEAM0044;KM0001854;SD0021294
IM0007951;25-10-2013 15:21:34;001A5781176;Quality Indicator;TEAM0007;KM0001732;SD0021298
IM0007951;25-10-2013 14:34:00;001A5781058;Assignment;TEAM0007;KM0001732;SD0021298
IM0007951;25-10-2013 14:34:00;001A5781059;Status Change;TEAM0007;KM0001732;SD0021298
IM0007951;25-10-2013 14:34:00;001A5781060;Communication with customer;TEAM0007;KM0001732;SD0021298
IM0007951;25-10-2013 15:21:34;001A5781175;Caused By CI;TEAM0007;KM0001732;SD0021298
IM0007951;25-10-2013 15:21:34;001A5781174;Closed;TEAM0007;KM0001732;SD0021298
IM0007951;24-10-2013 15:27:53;001A5776600;Description Update;TEAM9999;KM0001732;SD0021298
IM0007951;24-10-2013 13:25:27;001A5774540;Assignment;TEAM0007;KM0001732;SD0021298
IM0007951;24-10-2013 15:27:53;001A5776599;Communication with customer;TEAM9999;KM0001732;SD0021298
IM0007951;24-10-2013 12:42:03;001A5772904;Open;TEAM0008;KM0001732;SD0021298
IM0007952;24-10-2013 13:02:30;001A5772941;Open;TEAM0037;KM0000656;SD0021304
IM0007952;24-10-2013 16:33:28;001A5777510;Closed;TEAM0025;KM0000656;SD0021304
IM0007952;24-10-2013 13:04:17;001A5772943;Assignment;TEAM0025;KM0000656;SD0021304
IM0007952;24-10-2013 16:33:28;001A5777511;Caused By CI;TEAM0025;KM0000656;SD0021304
IM0007953;24-10-2013 13:47:37;001A5773057;Quality Indicator;TEAM0031;KM0001296;SD0021300
IM0007953;24-10-2013 13:05:32;001A5772945;Open;TEAM0008;KM0001296;SD0021300
IM0007953;24-10-2013 13:47:37;001A5773056;Closed;TEAM0031;KM0001296;SD0021300
IM0007953;24-10-2013 13:33:10;001A5773019;Assignment;TEAM0031;KM0001296;SD0021300
IM0007953;24-10-2013 13:33:10;001A5773020;Status Change;TEAM0031;KM0001296;SD0021300
IM0007954;24-10-2013 16:04:18;001A5777395;Operator Update;TEAM0023;KM0000985;SD0021302
IM0007954;24-10-2013 14:27:15;001A5773827;Assignment;TEAM0023;KM0000985;SD0021302
IM0007954;24-10-2013 16:24:26;001A5777485;Update;TEAM0008;KM0000985;SD0021302
IM0007954;24-10-2013 13:36:56;001A5773702;Status Change;TEAM0023;KM0000985;SD0021302
IM0007954;24-10-2013 14:27:15;001A5773826;Reassignment;TEAM0023;KM0000985;SD0021302
IM0007954;24-10-2013 14:27:15;001A5773828;Operator Update;TEAM0023;KM0000985;SD0021302
IM0007954;24-10-2013 16:18:14;001A5777464;Closed;TEAM0023;KM0000985;SD0021302
IM0007954;24-10-2013 16:01:10;001A5777383;Assignment;TEAM0023;KM0000985;SD0021302
IM0007954;24-10-2013 16:24:26;001A5777486;Impact Change;TEAM0008;KM0000985;SD0021302
IM0007954;24-10-2013 16:18:15;001A5777465;Caused By CI;TEAM0023;KM0000985;SD0021302
IM0007954;24-10-2013 16:27:21;001A5777496;Closed;TEAM0008;KM0000985;SD0021302
IM0007954;24-10-2013 16:24:26;001A5777487;Urgency Change;TEAM0008;KM0000985;SD0021302
IM0007954;24-10-2013 16:24:26;001A5777484;Reopen;TEAM0008;KM0000985;SD0021302
IM0007954;24-10-2013 16:06:35;001A5777400;Impact Change;TEAM0008;KM0000985;SD0021302
IM0007954;24-10-2013 16:01:10;001A5777382;Reassignment;TEAM0023;KM0000985;SD0021302
IM0007954;24-10-2013 16:06:35;001A5777399;Operator Update;TEAM0008;KM0000985;SD0021302
IM0007954;24-10-2013 13:36:56;001A5773701;Assignment;TEAM0023;KM0000985;SD0021302
IM0007954;24-10-2013 16:06:35;001A5777401;Urgency Change;TEAM0008;KM0000985;SD0021302
IM0007954;24-10-2013 13:08:23;001A5772953;Open;TEAM0008;KM0000985;SD0021302
IM0007954;24-10-2013 14:19:20;001A5773798;Communication with customer;TEAM0023;KM0000985;SD0021302
IM0007954;24-10-2013 16:18:15;001A5777466;Quality Indicator;TEAM0023;KM0000985;SD0021302
IM0007954;24-10-2013 14:20:29;001A5773802;Communication with customer;TEAM0023;KM0000985;SD0021302
IM0007955;24-10-2013 14:11:40;001A5774702;Assignment;TEAM0054;KM0002045;SD0020868
IM0007955;25-10-2013 07:25:38;001A5778443;Impact Change;TEAM0054;KM0002045;SD0020868
IM0007955;25-10-2013 07:25:38;001A5778442;Operator Update;TEAM0054;KM0002045;SD0020868
IM0007955;25-10-2013 09:27:41;001A5778667;Caused By CI;TEAM0054;KM0002045;SD0020868
IM0007955;25-10-2013 09:27:41;001A5778666;Closed;TEAM0054;KM0002045;SD0020868
IM0007955;25-10-2013 07:25:38;001A5778444;Urgency Change;TEAM0054;KM0002045;SD0020868
IM0007955;25-10-2013 07:25:38;001A5778441;Assignment;TEAM0054;KM0002045;SD0020868
IM0007955;25-10-2013 07:03:48;001A5776942;Operator Update;TEAM0147;KM0002045;SD0020868
IM0007955;25-10-2013 08:19:39;001A5777042;Operator Update;TEAM0147;KM0002045;SD0020868
IM0007955;25-10-2013 07:25:38;001A5778440;Reassignment;TEAM0054;KM0002045;SD0020868
IM0007955;25-10-2013 08:20:13;001A5777046;Assignment;TEAM0147;KM0002045;SD0020868
IM0007955;25-10-2013 07:03:48;001A5776941;Reassignment;TEAM0147;KM0002045;SD0020868
IM0007955;25-10-2013 08:20:13;001A5777045;Reassignment;TEAM0147;KM0002045;SD0020868
IM0007955;24-10-2013 10:53:41;001A5770680;Impact Change;TEAM0080;KM0002045;SD0020868
IM0007955;24-10-2013 10:50:09;001A5768433;Open;TEAM0008;KM0002045;SD0020868
IM0007955;24-10-2013 10:53:42;001A5770682;Description Update;TEAM0080;KM0002045;SD0020868
IM0007955;24-10-2013 10:50:26;001A5768434;Reassignment;TEAM0008;KM0002045;SD0020868
IM0007955;24-10-2013 10:53:41;001A5770681;Urgency Change;TEAM0080;KM0002045;SD0020868
IM0007955;24-10-2013 10:53:41;001A5770679;Assignment;TEAM0080;KM0002045;SD0020868
IM0007955;24-10-2013 14:11:40;001A5774703;Operator Update;TEAM0054;KM0002045;SD0020868
IM0007955;24-10-2013 14:11:40;001A5774701;Reassignment;TEAM0054;KM0002045;SD0020868
IM0007956;24-10-2013 11:13:57;001A5770741;Status Change;TEAM0069;KM0001178;SD0020872
IM0007956;24-10-2013 11:15:42;001A5770750;Caused By CI;TEAM0069;KM0001178;SD0020872
IM0007956;24-10-2013 11:15:42;001A5770749;Closed;TEAM0069;KM0001178;SD0020872
IM0007956;24-10-2013 11:01:58;001A5770703;Impact Change;TEAM0069;KM0001178;SD0020872
IM0007956;24-10-2013 11:01:58;001A5770704;Urgency Change;TEAM0069;KM0001178;SD0020872
IM0007956;24-10-2013 11:13:57;001A5770740;Assignment;TEAM0069;KM0001178;SD0020872
IM0007956;24-10-2013 10:52:54;001A5768438;Open;TEAM0008;KM0001178;SD0020872
IM0007957;24-10-2013 10:58:11;001A5768453;Open;TEAM0008;KM0001178;SD0020879
IM0007957;24-10-2013 11:02:26;001A5770705;Impact Change;TEAM0069;KM0001178;SD0020879
IM0007957;24-10-2013 11:18:02;001A5770754;Closed;TEAM0069;KM0001178;SD0020879
IM0007957;24-10-2013 11:16:29;001A5770752;Assignment;TEAM0069;KM0001178;SD0020879
IM0007957;24-10-2013 11:18:02;001A5770755;Caused By CI;TEAM0069;KM0001178;SD0020879
IM0007957;24-10-2013 11:02:26;001A5770706;Urgency Change;TEAM0069;KM0001178;SD0020879
